Nuclide,State,Energy,Intensity
Re183,0,107.933,654976.0
Re183,0,109.731,871080.0000000001
Re183,0,120.37,932.9599999999999
Re183,0,144.135,38556.0
Re183,0,160.532,177072.0
Re183,0,161.342,108528.0
Re183,0,162.33,7016240.0
Re183,0,192.646,78825.59999999999
Re183,0,203.269,12090.400000000001
Re183,0,205.081,37128.0
Re183,0,208.812,893928.0
Re183,0,209.89,78920.8
Re183,0,244.266,123760.0
Re183,0,245.243,76160.0
Re183,0,246.062,396984.0
Re183,0,291.723,952000.0
Re183,0,313.021,125568.8
Re183,0,353.998,161840.0
Re183,0,365.614,24180.800000000003
Re183,0,406.593,9805.6
Re183,0,9.74,16240000.0
Re183,0,57.983,9828000.0
Re183,0,59.32,17080000.0
Re183,0,67.335,5656000.0
Re183,0,68.117,7196000.0
Re183,0,69.068,1540000.0
Re184,0,111.2174,335768.55000000005
Re184,0,124.06,34.4799
Re184,0,127.67,31.196099999999998
Re184,0,226.748,353.0085
Re184,0,230.45,287.3325
Re184,0,252.845,59108.4
Re184,0,256.3,114.93299999999999
Re184,0,265.0,29.554199999999998
Re184,0,295.01,426.89399999999995
Re184,0,380.34,90.30449999999999
Re184,0,384.25,106.72349999999999
Re184,0,385.4,131.352
Re184,0,482.98,361.21799999999996
Re184,0,539.22,6403.41
Re184,0,641.915,38009.985
Re184,0,757.36,1206.7965
Re184,0,769.778,13135.199999999999
Re184,0,792.067,734750.25
Re184,0,894.76,306214.35000000003
Re184,0,903.282,742959.7499999999
Re184,0,1010.24,1789.671
Re184,0,1018.93,22.16565
Re184,0,1022.63,10179.779999999999
Re184,0,1061.04,50.8989
Re184,0,1121.44,689.598
Re184,0,1275.11,2339.7075
Re184,0,1313.79,218.37269999999998
Re184,0,1319.94,44.3313
Re184,0,1386.33,2011.3275
Re184,0,1430.96,46.794149999999995
Re184,0,9.74,641550.0
Re184,0,57.983,495300.0
Re184,0,59.32,859950.0
Re184,0,67.335,284700.0
Re184,0,68.117,362700.0
Re184,0,69.068,78000.0
Re186,0,122.64,114494.0
Re186,0,137.15,1799300.0000000002
Re186,0,143.17,0.1406
Re186,0,296.9,10.07
Re186,0,333.4,11.780000000000001
Re186,0,476.4,0.28500000000000003
Re186,0,630.33,5548.0
Re186,0,767.47,6251.0
Re186,0,773.5,4.18
Re186,0,9.74,371825.7222583
Re186,0,10.393,547740.4620019917
Re186,0,57.983,328680.1260188974
Re186,0,59.32,570922.5742902508
Re186,0,61.486,215938.13702572157
Re186,0,63.0,372114.65970312187
Re186,0,67.335,189241.38436644565
Re186,0,68.117,241093.52368285175
Re186,0,69.068,51852.13931640609
Re186,0,71.496,124501.80305743484
Re186,0,72.338,159362.3079135166
Re186,0,73.364,34860.50485608175
