Cor B	Cor A	Value	Error
266.0	-60.0	0.0747932	0.1043
269.5	-60.0	0.0708554	0.1095
273.0	-60.0	0.0673485	0.1205
276.5	-60.0	0.0675545	0.1121
280.0	-60.0	0.0652202	0.1312
283.5	-60.0	0.0667955	0.1294
287.0	-60.0	0.0778682	0.132
290.5	-60.0	0.0737663	0.1251
294.0	-60.0	0.0556137	0.1885
297.5	-60.0	0.0356546	0.2047
301.0	-60.0	0.0202877	0.2701
304.5	-60.0	0.0145403	0.3444
308.0	-60.0	0.0141322	0.3022
311.5	-60.0	0.00886358	0.2986
315.0	-60.0	0.0100913	0.2641
318.5	-60.0	0.00892497	0.2488
322.0	-60.0	0.00846462	0.274
325.5	-60.0	0.00536419	0.2372
329.0	-60.0	0.00945276	0.2549
332.5	-60.0	0.00908363	0.2563
336.0	-60.0	0.0120711	0.2734
339.5	-60.0	0.00653819	0.3619
343.0	-60.0	0.00892496	0.3364
346.5	-60.0	0.00780087	0.2355
-350.0	-56.4	0.0043757	0.2087
-346.5	-56.4	0.00551494	0.3416
-343.0	-56.4	0.00369971	0.1659
-339.5	-56.4	0.00387182	0.1347
-336.0	-56.4	0.00770861	0.1646
-332.5	-56.4	0.0240907	0.2497
-329.0	-56.4	0.0881871	0.6347
-325.5	-56.4	0.212023	0.7619
-322.0	-56.4	0.0526321	0.1198
-318.5	-56.4	0.0490649	0.119
-315.0	-56.4	0.0580341	0.1151
-311.5	-56.4	0.0533559	0.1116
-308.0	-56.4	0.0431777	0.1032
-304.5	-56.4	0.0591366	0.1125
-301.0	-56.4	0.0575493	0.107
-297.5	-56.4	0.0517236	0.1178
-294.0	-56.4	0.0539605	0.1259
-290.5	-56.4	0.0974222	0.4727
-287.0	-56.4	0.0465557	0.1059
-283.5	-56.4	0.046326	0.0991
-280.0	-56.4	0.0496688	0.134
-276.5	-56.4	0.0564094	0.1146
-273.0	-56.4	0.0703423	0.1137
-269.5	-56.4	0.0476158	0.1157
-266.0	-56.4	0.0496822	0.1054
-262.5	-56.4	0.0455417	0.1111
-259.0	-56.4	0.0485099	0.1088
-255.5	-56.4	0.0516867	0.1176
-252.0	-56.4	0.0441688	0.1064
-248.5	-56.4	0.0479672	0.1161
-245.0	-56.4	0.048571	0.1208
-241.5	-56.4	0.0569732	0.1143
-238.0	-56.4	0.0613688	0.1178
-234.5	-56.4	0.0611719	0.1254
-231.0	-56.4	0.0574991	0.1307
-227.5	-56.4	0.0545476	0.1465
-224.0	-56.4	0.0572784	0.2452
-220.5	-56.4	0.101768	0.1668
-217.0	-56.4	0.187027	0.2112
-213.5	-56.4	0.26958	0.2047
-210.0	-56.4	1.1378	0.5952
-206.5	-56.4	1.07823	0.4677
-203.0	-56.4	1.28485	0.257
-199.5	-56.4	1.75236	0.3751
-196.0	-56.4	5.20227	0.6245
-192.5	-56.4	3.4346	0.1748
-189.0	-56.4	4.21239	0.2608
-185.5	-56.4	5.72295	0.184
-182.0	-56.4	7.0355	0.2995
-178.5	-56.4	16.3189	0.3039
-175.0	-56.4	43.5988	0.4318
-171.5	-56.4	37.6096	0.2015
-168.0	-56.4	65.5263	0.2105
-164.5	-56.4	83.8976	0.2154
-161.0	-56.4	96.0962	0.193
-157.5	-56.4	129.442	0.2191
-154.0	-56.4	193.313	0.2328
-150.5	-56.4	568.765	0.3588
-147.0	-56.4	594.94	0.2937
-143.5	-56.4	2916.62	0.7593
-140.0	-56.4	3023.74	0.5668
-136.5	-56.4	1021.53	0.2377
-133.0	-56.4	18944.8	0.9149
-129.5	-56.4	9067.49	0.5856
-126.0	-56.4	5721.33	0.2615
-122.5	-56.4	4496.74	0.2286
-119.0	-56.4	13098.3	0.2561
-115.5	-56.4	53105.5	0.6985
-112.0	-56.4	75733.2	0.5091
-108.5	-56.4	43232.1	0.3652
-105.0	-56.4	118264.0	0.1652
-101.5	-56.4	188241.0	0.1229
-98.0	-56.4	325283.0	0.1024
-94.5	-56.4	469818.0	0.0873
-91.0	-56.4	582235.0	0.081
-87.5	-56.4	585558.0	0.0771
-84.0	-56.4	613627.0	0.0807
-80.5	-56.4	598286.0	0.0799
-77.0	-56.4	577312.0	0.0833
-73.5	-56.4	504995.0	0.088
-70.0	-56.4	523912.0	0.086
-66.5	-56.4	526610.0	0.0876
-63.0	-56.4	547342.0	0.0919
-59.5	-56.4	420018.0	0.0901
-56.0	-56.4	380468.0	0.0979
-52.5	-56.4	320600.0	0.0997
-49.0	-56.4	235836.0	0.1162
-45.5	-56.4	186591.0	0.1353
-42.0	-56.4	155892.0	0.1356
-38.5	-56.4	157338.0	0.1426
-35.0	-56.4	151917.0	0.1479
-31.5	-56.4	121145.0	0.1491
-28.0	-56.4	124236.0	0.1486
-24.5	-56.4	111648.0	0.1383
-21.0	-56.4	148914.0	0.1309
-17.5	-56.4	216682.0	0.1133
-14.0	-56.4	298851.0	0.1019
-10.5	-56.4	418005.0	0.0745
-7.0	-56.4	565768.0	0.0713
-3.5	-56.4	514376.0	0.0679
0.0	-56.4	673353.0	0.0644
3.5	-56.4	866938.0	0.0624
7.0	-56.4	1035160.0	0.0611
10.5	-56.4	900823.0	0.0656
14.0	-56.4	659792.0	0.073
17.5	-56.4	538429.0	0.0788
21.0	-56.4	470835.0	0.0836
24.5	-56.4	409806.0	0.0893
28.0	-56.4	393144.0	0.0929
31.5	-56.4	294468.0	0.1093
35.0	-56.4	244692.0	0.1205
38.5	-56.4	164913.0	0.1312
42.0	-56.4	152257.0	0.1433
45.5	-56.4	70532.4	0.1829
49.0	-56.4	64743.0	0.2113
52.5	-56.4	67693.2	0.195
56.0	-56.4	66079.6	0.2089
59.5	-56.4	102216.0	0.1858
63.0	-56.4	88610.8	0.2078
66.5	-56.4	87381.2	0.2001
70.0	-56.4	93366.2	0.2196
73.5	-56.4	108480.0	0.1872
77.0	-56.4	79178.7	0.2288
80.5	-56.4	75144.5	0.2021
84.0	-56.4	74424.6	0.2085
87.5	-56.4	72452.3	0.2157
91.0	-56.4	79573.7	0.2017
94.5	-56.4	113605.0	0.1946
98.0	-56.4	119721.0	0.1983
101.5	-56.4	156517.0	0.1723
105.0	-56.4	155993.0	0.1525
108.5	-56.4	78543.4	0.1752
112.0	-56.4	32351.2	0.26
115.5	-56.4	11563.7	0.3423
119.0	-56.4	6734.29	0.2964
122.5	-56.4	4190.76	0.3063
126.0	-56.4	1538.84	0.4379
129.5	-56.4	331.287	0.3215
133.0	-56.4	230.037	0.3299
136.5	-56.4	160.679	0.2189
140.0	-56.4	93.0559	0.2177
143.5	-56.4	68.479	0.1971
147.0	-56.4	48.4194	0.2098
150.5	-56.4	34.1452	0.2052
154.0	-56.4	22.5149	0.2118
157.5	-56.4	14.5529	0.2014
161.0	-56.4	9.63592	0.1949
164.5	-56.4	6.58954	0.1994
168.0	-56.4	4.40436	0.1866
171.5	-56.4	2.59581	0.1834
175.0	-56.4	1.74228	0.1912
178.5	-56.4	1.20627	0.1762
182.0	-56.4	0.902779	0.1812
185.5	-56.4	0.589944	0.1806
189.0	-56.4	0.321953	0.1874
192.5	-56.4	0.194433	0.1727
196.0	-56.4	0.143976	0.1647
199.5	-56.4	0.159699	0.1803
203.0	-56.4	0.14861	0.1706
206.5	-56.4	0.141289	0.1563
210.0	-56.4	0.123905	0.1781
213.5	-56.4	0.124874	0.1575
217.0	-56.4	0.101107	0.1312
220.5	-56.4	0.105091	0.1251
224.0	-56.4	0.108184	0.1484
227.5	-56.4	0.104991	0.1509
231.0	-56.4	0.0967551	0.1508
234.5	-56.4	0.0961779	0.1333
238.0	-56.4	0.105596	0.1562
241.5	-56.4	0.094364	0.1487
245.0	-56.4	0.0966762	0.1246
248.5	-56.4	0.103397	0.1234
252.0	-56.4	0.0910489	0.1237
255.5	-56.4	0.0949941	0.1172
259.0	-56.4	0.0853871	0.1154
262.5	-56.4	0.0964167	0.1316
266.0	-56.4	0.0901016	0.1397
269.5	-56.4	0.0789358	0.1639
273.0	-56.4	0.0761101	0.1426
276.5	-56.4	0.0728065	0.1187
280.0	-56.4	0.0632832	0.1075
283.5	-56.4	0.0717576	0.1174
287.0	-56.4	0.0729041	0.1275
290.5	-56.4	0.064377	0.1623
294.0	-56.4	0.0694427	0.1535
297.5	-56.4	0.0501489	0.175
301.0	-56.4	0.0292876	0.2175
304.5	-56.4	0.020685	0.3843
308.0	-56.4	0.0131423	0.337
311.5	-56.4	0.0116069	0.2565
315.0	-56.4	0.0093921	0.294
318.5	-56.4	0.00853039	0.2617
322.0	-56.4	0.0102536	0.2653
325.5	-56.4	0.00840321	0.3115
329.0	-56.4	0.00843597	0.3079
332.5	-56.4	0.00709477	0.3779
336.0	-56.4	0.00793457	0.2532
339.5	-56.4	0.00669563	0.2705
343.0	-56.4	0.00928352	0.2498
346.5	-56.4	0.00617	0.2579
-350.0	-52.8	0.0041383	0.1131
-346.5	-52.8	0.00356613	0.0754
-343.0	-52.8	0.00489466	0.164
-339.5	-52.8	0.00447553	0.1266
-336.0	-52.8	0.00821558	0.0896
-332.5	-52.8	0.0236668	0.0898
-329.0	-52.8	0.0393123	0.1129
-325.5	-52.8	0.127584	0.6102
-322.0	-52.8	0.187118	0.6917
-318.5	-52.8	0.0526007	0.1187
-315.0	-52.8	0.0587691	0.1092
-311.5	-52.8	0.0635213	0.1146
-308.0	-52.8	0.0519867	0.1028
-304.5	-52.8	0.0540149	0.098
-301.0	-52.8	0.0672175	0.1226
-297.5	-52.8	0.0598011	0.121
-294.0	-52.8	0.0522472	0.1034
-290.5	-52.8	0.0708947	0.2043
-287.0	-52.8	0.126398	0.5053
-283.5	-52.8	0.0701612	0.2204
-280.0	-52.8	0.0499795	0.1033
-276.5	-52.8	0.0493488	0.1241
-273.0	-52.8	0.0628307	0.1099
-269.5	-52.8	0.0668712	0.1237
-266.0	-52.8	0.0555395	0.1
-262.5	-52.8	0.0619963	0.117
-259.0	-52.8	0.0598934	0.1081
-255.5	-52.8	0.04878	0.1238
-252.0	-52.8	0.0554445	0.1171
-248.5	-52.8	0.0666606	0.1162
-245.0	-52.8	0.0716991	0.1164
-241.5	-52.8	0.0652269	0.1174
-238.0	-52.8	0.0614702	0.113
-234.5	-52.8	0.0552385	0.1255
-231.0	-52.8	0.0695278	0.1188
-227.5	-52.8	0.0596543	0.128
-224.0	-52.8	0.0924498	0.1531
-220.5	-52.8	0.179826	0.1497
-217.0	-52.8	0.237532	0.1545
-213.5	-52.8	0.347655	0.1451
-210.0	-52.8	0.621879	0.2431
-206.5	-52.8	1.15414	0.2866
-203.0	-52.8	2.43723	0.439
-199.5	-52.8	3.171	0.4655
-196.0	-52.8	6.34924	0.6023
-192.5	-52.8	4.04583	0.1807
-189.0	-52.8	6.50172	0.1925
-185.5	-52.8	10.4791	0.1961
-182.0	-52.8	16.0643	0.1734
-178.5	-52.8	28.5424	0.27
-175.0	-52.8	32.9937	0.216
-171.5	-52.8	49.7951	0.1524
-168.0	-52.8	89.2308	0.1939
-164.5	-52.8	114.592	0.1846
-161.0	-52.8	162.217	0.155
-157.5	-52.8	263.294	0.2242
-154.0	-52.8	300.426	0.2355
-150.5	-52.8	515.094	0.1742
-147.0	-52.8	774.531	0.2156
-143.5	-52.8	1552.27	0.2617
-140.0	-52.8	8776.37	0.7639
-136.5	-52.8	2094.78	0.2618
-133.0	-52.8	3493.99	0.2461
-129.5	-52.8	13797.6	0.498
-126.0	-52.8	10345.5	0.3964
-122.5	-52.8	26460.4	0.6877
-119.0	-52.8	15778.9	0.2024
-115.5	-52.8	65035.5	0.6691
-112.0	-52.8	47402.4	0.2681
-108.5	-52.8	58538.6	0.3665
-105.0	-52.8	121527.0	0.1371
-101.5	-52.8	278613.0	0.1077
-98.0	-52.8	426370.0	0.0949
-94.5	-52.8	523311.0	0.0833
-91.0	-52.8	637627.0	0.0749
-87.5	-52.8	671819.0	0.0742
-84.0	-52.8	573747.0	0.0775
-80.5	-52.8	672654.0	0.0733
-77.0	-52.8	618129.0	0.0772
-73.5	-52.8	641103.0	0.0798
-70.0	-52.8	577731.0	0.0797
-66.5	-52.8	652224.0	0.0774
-63.0	-52.8	613549.0	0.0815
-59.5	-52.8	541389.0	0.0827
-56.0	-52.8	391131.0	0.0924
-52.5	-52.8	346743.0	0.0987
-49.0	-52.8	292437.0	0.1052
-45.5	-52.8	183852.0	0.1267
-42.0	-52.8	212309.0	0.1209
-38.5	-52.8	176635.0	0.1151
-35.0	-52.8	171009.0	0.1246
-31.5	-52.8	153828.0	0.1646
-28.0	-52.8	146788.0	0.1243
-24.5	-52.8	148220.0	0.1232
-21.0	-52.8	171557.0	0.1182
-17.5	-52.8	250249.0	0.1064
-14.0	-52.8	415243.0	0.085
-10.5	-52.8	594024.0	0.0692
-7.0	-52.8	646003.0	0.063
-3.5	-52.8	730974.0	0.0595
0.0	-52.8	836373.0	0.0606
3.5	-52.8	930861.0	0.0597
7.0	-52.8	1183730.0	0.057
10.5	-52.8	1159580.0	0.0586
14.0	-52.8	907807.0	0.0595
17.5	-52.8	854870.0	0.0675
21.0	-52.8	690623.0	0.0741
24.5	-52.8	653529.0	0.0753
28.0	-52.8	651814.0	0.0723
31.5	-52.8	465771.0	0.0887
35.0	-52.8	348626.0	0.1056
38.5	-52.8	215416.0	0.1114
42.0	-52.8	163315.0	0.1356
45.5	-52.8	111389.0	0.1571
49.0	-52.8	78067.0	0.192
52.5	-52.8	117753.0	0.1844
56.0	-52.8	119706.0	0.178
59.5	-52.8	100516.0	0.1881
63.0	-52.8	113223.0	0.1942
66.5	-52.8	92106.4	0.1987
70.0	-52.8	97636.6	0.2042
73.5	-52.8	100816.0	0.1915
77.0	-52.8	118282.0	0.1766
80.5	-52.8	95490.9	0.1682
84.0	-52.8	99933.0	0.1825
87.5	-52.8	137002.0	0.1763
91.0	-52.8	166196.0	0.164
94.5	-52.8	188198.0	0.1606
98.0	-52.8	224243.0	0.1492
101.5	-52.8	239753.0	0.146
105.0	-52.8	184614.0	0.1526
108.5	-52.8	88945.0	0.1841
112.0	-52.8	40017.3	0.2532
115.5	-52.8	19830.2	0.2989
119.0	-52.8	9040.56	0.2962
122.5	-52.8	2417.94	0.2783
126.0	-52.8	768.89	0.223
129.5	-52.8	381.515	0.2449
133.0	-52.8	199.162	0.2591
136.5	-52.8	154.796	0.2202
140.0	-52.8	154.02	0.2719
143.5	-52.8	112.268	0.2703
147.0	-52.8	68.098	0.2526
150.5	-52.8	43.5912	0.201
154.0	-52.8	27.1637	0.1871
157.5	-52.8	18.1303	0.1743
161.0	-52.8	11.6734	0.1695
164.5	-52.8	8.04492	0.1706
168.0	-52.8	5.16759	0.1734
171.5	-52.8	3.58728	0.1739
175.0	-52.8	2.36743	0.1672
178.5	-52.8	1.5166	0.1746
182.0	-52.8	1.0503	0.1818
185.5	-52.8	0.650639	0.1916
189.0	-52.8	0.439315	0.2004
192.5	-52.8	0.254081	0.2177
196.0	-52.8	0.181733	0.1919
199.5	-52.8	0.165223	0.1853
203.0	-52.8	0.149713	0.1495
206.5	-52.8	0.155546	0.1408
210.0	-52.8	0.145378	0.1432
213.5	-52.8	0.140336	0.1335
217.0	-52.8	0.129613	0.1687
220.5	-52.8	0.120552	0.1474
224.0	-52.8	0.119845	0.1638
227.5	-52.8	0.101096	0.1434
231.0	-52.8	0.103969	0.1677
234.5	-52.8	0.116025	0.1647
238.0	-52.8	0.111221	0.1438
241.5	-52.8	0.108482	0.1302
245.0	-52.8	0.111586	0.1359
248.5	-52.8	0.106137	0.1349
252.0	-52.8	0.106688	0.1403
255.5	-52.8	0.0987073	0.1446
259.0	-52.8	0.0905262	0.1556
262.5	-52.8	0.0722856	0.11
266.0	-52.8	0.0860661	0.1313
269.5	-52.8	0.0818102	0.1094
273.0	-52.8	0.0853278	0.1294
276.5	-52.8	0.0723471	0.1117
280.0	-52.8	0.069107	0.0999
283.5	-52.8	0.0703697	0.1063
287.0	-52.8	0.0778664	0.124
290.5	-52.8	0.0806911	0.1212
294.0	-52.8	0.0755186	0.1288
297.5	-52.8	0.0558787	0.2114
301.0	-52.8	0.029142	0.2756
304.5	-52.8	0.0150481	0.4225
308.0	-52.8	0.0137409	0.3776
311.5	-52.8	0.0113792	0.3531
315.0	-52.8	0.0123566	0.2803
318.5	-52.8	0.00958176	0.2549
322.0	-52.8	0.010925	0.221
325.5	-52.8	0.0089706	0.2466
329.0	-52.8	0.00960284	0.2885
332.5	-52.8	0.00843999	0.3162
336.0	-52.8	0.0102198	0.276
339.5	-52.8	0.00932162	0.3065
343.0	-52.8	0.00825309	0.3064
346.5	-52.8	0.00900121	0.3161
-350.0	-49.2	0.00458244	0.0843
-346.5	-49.2	0.00428908	0.0545
-343.0	-49.2	0.00408847	0.0614
-339.5	-49.2	0.00525332	0.1704
-336.0	-49.2	0.00951416	0.0986
-332.5	-49.2	0.0257952	0.1108
-329.0	-49.2	0.0457354	0.1143
-325.5	-49.2	0.0620795	0.1162
-322.0	-49.2	0.0531495	0.0889
-318.5	-49.2	0.0621795	0.1021
-315.0	-49.2	0.0607063	0.1281
-311.5	-49.2	0.0730856	0.1398
-308.0	-49.2	0.0589584	0.1022
-304.5	-49.2	0.0554796	0.1054
-301.0	-49.2	0.0537116	0.0939
-297.5	-49.2	0.0616772	0.1101
-294.0	-49.2	0.0527168	0.114
-290.5	-49.2	0.0438551	0.0867
-287.0	-49.2	0.052611	0.1031
-283.5	-49.2	0.105757	0.4683
-280.0	-49.2	0.0500459	0.0987
-276.5	-49.2	0.0486798	0.0971
-273.0	-49.2	0.0560167	0.1085
-269.5	-49.2	0.0651654	0.1158
-266.0	-49.2	0.0522267	0.1103
-262.5	-49.2	0.0586862	0.1054
-259.0	-49.2	0.0598742	0.1088
-255.5	-49.2	0.0595952	0.1223
-252.0	-49.2	0.0605439	0.1115
-248.5	-49.2	0.0747029	0.1648
-245.0	-49.2	0.070184	0.1097
-241.5	-49.2	0.0588174	0.1154
-238.0	-49.2	0.067387	0.1199
-234.5	-49.2	0.0683456	0.1205
-231.0	-49.2	0.0675405	0.1325
-227.5	-49.2	0.0766178	0.1279
-224.0	-49.2	0.133584	0.1366
-220.5	-49.2	0.231428	0.1353
-217.0	-49.2	0.35668	0.1568
-213.5	-49.2	0.579628	0.1783
-210.0	-49.2	0.771994	0.1391
-206.5	-49.2	0.966583	0.1746
-203.0	-49.2	1.84737	0.2401
-199.5	-49.2	3.44566	0.2618
-196.0	-49.2	3.13836	0.1564
-192.5	-49.2	4.80215	0.1542
-189.0	-49.2	7.80883	0.1536
-185.5	-49.2	13.1508	0.1351
-182.0	-49.2	20.5792	0.1731
-178.5	-49.2	28.3953	0.1833
-175.0	-49.2	32.9446	0.1677
-171.5	-49.2	65.6584	0.1638
-168.0	-49.2	116.46	0.1633
-164.5	-49.2	167.819	0.1972
-161.0	-49.2	220.801	0.1593
-157.5	-49.2	944.683	0.6786
-154.0	-49.2	1227.35	0.5229
-150.5	-49.2	1606.08	0.5673
-147.0	-49.2	2050.51	0.512
-143.5	-49.2	1844.17	0.471
-140.0	-49.2	4038.11	0.537
-136.5	-49.2	8782.88	0.6019
-133.0	-49.2	5531.92	0.2607
-129.5	-49.2	6299.1	0.1893
-126.0	-49.2	10683.4	0.2755
-122.5	-49.2	44136.3	0.4605
-119.0	-49.2	31441.4	0.314
-115.5	-49.2	66195.3	0.3825
-112.0	-49.2	133900.0	0.4018
-108.5	-49.2	122754.0	0.3279
-105.0	-49.2	183599.0	0.1152
-101.5	-49.2	312651.0	0.0937
-98.0	-49.2	463038.0	0.0863
-94.5	-49.2	740921.0	0.0735
-91.0	-49.2	701265.0	0.0723
-87.5	-49.2	717203.0	0.0714
-84.0	-49.2	793708.0	0.0773
-80.5	-49.2	658151.0	0.0717
-77.0	-49.2	740092.0	0.0737
-73.5	-49.2	717474.0	0.0747
-70.0	-49.2	661575.0	0.0774
-66.5	-49.2	747224.0	0.0736
-63.0	-49.2	756114.0	0.0792
-59.5	-49.2	601773.0	0.0818
-56.0	-49.2	442587.0	0.0841
-52.5	-49.2	452182.0	0.0903
-49.0	-49.2	350889.0	0.0945
-45.5	-49.2	248560.0	0.1018
-42.0	-49.2	205257.0	0.128
-38.5	-49.2	242934.0	0.1056
-35.0	-49.2	276334.0	0.1062
-31.5	-49.2	201841.0	0.121
-28.0	-49.2	174810.0	0.1176
-24.5	-49.2	147944.0	0.1252
-21.0	-49.2	164027.0	0.1271
-17.5	-49.2	204565.0	0.1014
-14.0	-49.2	362308.0	0.0854
-10.5	-49.2	683207.0	0.0639
-7.0	-49.2	838028.0	0.057
-3.5	-49.2	931414.0	0.0544
0.0	-49.2	1210680.0	0.0546
3.5	-49.2	1292090.0	0.0526
7.0	-49.2	1348450.0	0.0516
10.5	-49.2	1492860.0	0.0526
14.0	-49.2	1501130.0	0.0533
17.5	-49.2	1414360.0	0.056
21.0	-49.2	1263140.0	0.0584
