X	Z	Value
14.2424	-2.22222	7771.95
14.2424	-1.81818	8935.14
14.2424	-1.41414	11795.3
14.2424	-1.0101	15341
14.2424	-0.606061	18819
14.2424	-0.20202	19323.6
14.2424	0.20202	18880.9
14.2424	0.606061	16293.1
14.2424	1.0101	12935
14.2424	1.41414	9972.04
14.2424	1.81818	7402.78
14.2424	2.22222	6195.77
14.2424	2.62626	5436.52
14.2424	3.0303	4351.46
14.2424	3.43434	3676.17
14.2424	3.83838	2991.24
14.2424	4.24242	2760.56
14.2424	4.64646	2273.25
14.2424	5.05051	1654.11
14.2424	5.45455	1348.5
14.2424	5.85859	1236.99
14.2424	6.26263	1282.59
14.2424	6.66667	1123.73
14.2424	7.07071	921.727
14.2424	7.47475	909.568
14.2424	7.87879	771.067
14.2424	8.28283	645.701
14.2424	8.68687	688.762
14.2424	9.09091	671.651
14.2424	9.49495	564.3
14.2424	9.89899	499.345
14.2424	10.303	448.458
14.2424	10.7071	398.004
14.2424	11.1111	386.5
14.2424	11.5152	395.485
14.2424	11.9192	344.377
14.2424	12.3232	284.525
14.2424	12.7273	240.564
14.2424	13.1313	226.623
14.2424	13.5354	199.39
14.2424	13.9394	150.893
14.2424	14.3434	146.263
14.2424	14.7475	158.85
14.2424	15.1515	195.931
14.2424	15.5556	210.133
14.2424	15.9596	191.679
14.2424	16.3636	165.865
14.2424	16.7677	133.558
14.2424	17.1717	130.614
14.2424	17.5758	147.229
14.2424	17.9798	153.429
14.2424	18.3838	181.332
14.2424	18.7879	173.087
14.2424	19.1919	141.768
14.2424	19.596	108.49
14.2424	20	108.49
14.5455	-20	75.281
14.5455	-19.596	91.9259
14.5455	-19.1919	112.955
14.5455	-18.7879	142.35
14.5455	-18.3838	139.259
14.5455	-17.9798	116.092
14.5455	-17.5758	99.6587
14.5455	-17.1717	126.231
14.5455	-16.7677	117.147
14.5455	-16.3636	75.1425
14.5455	-15.9596	112.741
14.5455	-15.5556	156.693
14.5455	-15.1515	253.837
14.5455	-14.7475	291.665
14.5455	-14.3434	302.837
14.5455	-13.9394	295.275
14.5455	-13.5354	268.144
14.5455	-13.1313	216.743
14.5455	-12.7273	236.66
14.5455	-12.3232	234.48
14.5455	-11.9192	277.197
14.5455	-11.5152	348.339
14.5455	-11.1111	404.642
14.5455	-10.7071	442.301
14.5455	-10.303	510.89
14.5455	-9.89899	480.735
14.5455	-9.49495	593.374
14.5455	-9.09091	731.306
14.5455	-8.68687	784.637
14.5455	-8.28283	960.058
14.5455	-7.87879	857.796
14.5455	-7.47475	949.061
14.5455	-7.07071	997.387
14.5455	-6.66667	967.858
14.5455	-6.26263	912.093
14.5455	-5.85859	1069.79
14.5455	-5.45455	1359.59
14.5455	-5.05051	1594.42
14.5455	-4.64646	1977.11
14.5455	-4.24242	2522.2
14.5455	-3.83838	2837.35
14.5455	-3.43434	3129.71
14.5455	-3.0303	4044.01
14.5455	-2.62626	4592.63
14.5455	-2.22222	5569.64
14.5455	-1.81818	7012.9
14.5455	-1.41414	9026.1
14.5455	-1.0101	11435.3
14.5455	-0.606061	13011.8
14.5455	-0.20202	13214.4
14.5455	0.20202	12831
14.5455	0.606061	11354.9
14.5455	1.0101	9827.85
14.5455	1.41414	7463.06
14.5455	1.81818	5592.48
14.5455	2.22222	4869.16
14.5455	2.62626	4092.58
14.5455	3.0303	3451.61
14.5455	3.43434	3283.49
14.5455	3.83838	2523.18
14.5455	4.24242	1959.61
14.5455	4.64646	1667.52
14.5455	5.05051	1255.15
14.5455	5.45455	1356.46
14.5455	5.85859	1167.67
14.5455	6.26263	1036.41
14.5455	6.66667	916.7
14.5455	7.07071	838.915
14.5455	7.47475	815.313
14.5455	7.87879	747.41
14.5455	8.28283	767.298
14.5455	8.68687	576.955
14.5455	9.09091	551.276
14.5455	9.49495	571.243
14.5455	9.89899	537.815
14.5455	10.303	494.171
14.5455	10.7071	389.577
14.5455	11.1111	338.104
14.5455	11.5152	298.303
14.5455	11.9192	338.859
14.5455	12.3232	343.598
14.5455	12.7273	267.675
14.5455	13.1313	271.448
14.5455	13.5354	295.647
14.5455	13.9394	280.196
14.5455	14.3434	281.31
14.5455	14.7475	203.765
14.5455	15.1515	169.579
14.5455	15.5556	125.257
14.5455	15.9596	111.962
14.5455	16.3636	115.94
14.5455	16.7677	135.292
14.5455	17.1717	130.912
14.5455	17.5758	138.438
14.5455	17.9798	149.584
14.5455	18.3838	144.93
14.5455	18.7879	110.486
14.5455	19.1919	100.36
14.5455	19.596	116.169
14.5455	20	116.169
14.8485	-20	89.5613
14.8485	-19.596	78.3394
14.8485	-19.1919	80.3308
14.8485	-18.7879	101.839
14.8485	-18.3838	115.115
14.8485	-17.9798	117.222
14.8485	-17.5758	142.408
14.8485	-17.1717	159.74
14.8485	-16.7677	162.56
14.8485	-16.3636	174.472
14.8485	-15.9596	205.34
14.8485	-15.5556	218.506
14.8485	-15.1515	240.037
14.8485	-14.7475	248.386
14.8485	-14.3434	235.762
14.8485	-13.9394	189.634
14.8485	-13.5354	225.025
14.8485	-13.1313	243.228
14.8485	-12.7273	242.121
14.8485	-12.3232	255.946
14.8485	-11.9192	230.42
14.8485	-11.5152	286.292
14.8485	-11.1111	364.051
14.8485	-10.7071	459.131
14.8485	-10.303	534.86
14.8485	-9.89899	625.258
14.8485	-9.49495	697.313
14.8485	-9.09091	644.816
14.8485	-8.68687	650.144
14.8485	-8.28283	657.058
14.8485	-7.87879	705.044
14.8485	-7.47475	683.699
14.8485	-7.07071	818.245
14.8485	-6.66667	713.679
14.8485	-6.26263	736.519
14.8485	-5.85859	814.989
14.8485	-5.45455	889.884
14.8485	-5.05051	1272.65
14.8485	-4.64646	1532.31
14.8485	-4.24242	1933.81
14.8485	-3.83838	2023.07
14.8485	-3.43434	2511.98
14.8485	-3.0303	3164.54
14.8485	-2.62626	3589.6
14.8485	-2.22222	4307.04
14.8485	-1.81818	5626.35
14.8485	-1.41414	6858.05
14.8485	-1.0101	8160.7
14.8485	-0.606061	8660.33
14.8485	-0.20202	9158.78
14.8485	0.20202	9078.72
14.8485	0.606061	8000.91
14.8485	1.0101	7095.26
14.8485	1.41414	5648.92
14.8485	1.81818	4945.9
14.8485	2.22222	3710.89
14.8485	2.62626	3186.41
14.8485	3.0303	2534.76
14.8485	3.43434	2088.22
14.8485	3.83838	1896.55
14.8485	4.24242	1691.1
14.8485	4.64646	1377.39
14.8485	5.05051	990.516
14.8485	5.45455	930.209
14.8485	5.85859	868.624
14.8485	6.26263	884.419
14.8485	6.66667	882.547
14.8485	7.07071	710.702
14.8485	7.47475	655.778
14.8485	7.87879	664.94
14.8485	8.28283	504.557
14.8485	8.68687	514.624
14.8485	9.09091	540.477
14.8485	9.49495	539.811
14.8485	9.89899	411.655
14.8485	10.303	386.498
14.8485	10.7071	512.802
14.8485	11.1111	525.973
14.8485	11.5152	410.996
14.8485	11.9192	284.652
14.8485	12.3232	214.672
14.8485	12.7273	268.767
14.8485	13.1313	213.881
14.8485	13.5354	242.749
14.8485	13.9394	254.893
14.8485	14.3434	220.156
14.8485	14.7475	259.195
14.8485	15.1515	271.534
14.8485	15.5556	249.097
14.8485	15.9596	228.833
14.8485	16.3636	195.445
14.8485	16.7677	197.059
14.8485	17.1717	145.69
14.8485	17.5758	53.8012
14.8485	17.9798	49.2571
14.8485	18.3838	84.4468
14.8485	18.7879	115.99
14.8485	19.1919	141.482
14.8485	19.596	121.303
14.8485	20	121.303
15.1515	-20	93.7881
15.1515	-19.596	133.809
15.1515	-19.1919	134.892
15.1515	-18.7879	101.373
15.1515	-18.3838	85.877
15.1515	-17.9798	156.188
15.1515	-17.5758	160.4
15.1515	-17.1717	161.105
15.1515	-16.7677	179.139
15.1515	-16.3636	213.571
15.1515	-15.9596	218.692
15.1515	-15.5556	246.106
15.1515	-15.1515	245.805
15.1515	-14.7475	219.905
15.1515	-14.3434	206.388
15.1515	-13.9394	190.568
15.1515	-13.5354	148.332
15.1515	-13.1313	212.979
15.1515	-12.7273	248.024
15.1515	-12.3232	272.218
15.1515	-11.9192	311.381
15.1515	-11.5152	347.244
15.1515	-11.1111	509.903
15.1515	-10.7071	615.121
15.1515	-10.303	495.451
15.1515	-9.89899	470.401
15.1515	-9.49495	564.731
15.1515	-9.09091	560.194
15.1515	-8.68687	548.709
15.1515	-8.28283	508.169
15.1515	-7.87879	584.93
15.1515	-7.47475	577.828
15.1515	-7.07071	722.364
15.1515	-6.66667	591.373
15.1515	-6.26263	672.402
15.1515	-5.85859	567.502
15.1515	-5.45455	680.487
15.1515	-5.05051	737.415
15.1515	-4.64646	1078.65
15.1515	-4.24242	1259.04
15.1515	-3.83838	1736.65
15.1515	-3.43434	2010.74
15.1515	-3.0303	2476.46
15.1515	-2.62626	2431.08
15.1515	-2.22222	3178.82
15.1515	-1.81818	4017.97
15.1515	-1.41414	5186.33
15.1515	-1.0101	5572.22
15.1515	-0.606061	5959.97
15.1515	-0.20202	6814.8
15.1515	0.20202	5802.63
15.1515	0.606061	5435.31
15.1515	1.0101	4952.13
15.1515	1.41414	3904.89
15.1515	1.81818	3557.18
15.1515	2.22222	2829.27
15.1515	2.62626	2202.78
15.1515	3.0303	2073.84
15.1515	3.43434	1388.96
15.1515	3.83838	1286.84
15.1515	4.24242	1136.14
15.1515	4.64646	897.878
15.1515	5.05051	718.954
15.1515	5.45455	693.897
15.1515	5.85859	735.634
15.1515	6.26263	603.552
15.1515	6.66667	625.247
15.1515	7.07071	685.454
15.1515	7.47475	730.061
15.1515	7.87879	603.71
15.1515	8.28283	569.703
15.1515	8.68687	454.487
15.1515	9.09091	375.119
15.1515	9.49495	377.043
15.1515	9.89899	397.255
15.1515	10.303	369.26
15.1515	10.7071	385.922
15.1515	11.1111	395.703
15.1515	11.5152	412.493
15.1515	11.9192	372.461
15.1515	12.3232	364.688
15.1515	12.7273	362.024
15.1515	13.1313	360.21
15.1515	13.5354	314.773
15.1515	13.9394	216.27
15.1515	14.3434	245.609
15.1515	14.7475	231.151
15.1515	15.1515	167.29
15.1515	15.5556	221.549
15.1515	15.9596	227.7
15.1515	16.3636	206.553
15.1515	16.7677	175.401
15.1515	17.1717	174.863
15.1515	17.5758	192.473
15.1515	17.9798	206.046
15.1515	18.3838	154.245
15.1515	18.7879	106.949
15.1515	19.1919	92.9636
15.1515	19.596	71.5949
15.1515	20	71.5949
15.4545	-20	102.278
15.4545	-19.596	102.151
15.4545	-19.1919	119.333
15.4545	-18.7879	140.338
15.4545	-18.3838	168.912
15.4545	-17.9798	167.965
15.4545	-17.5758	148.039
15.4545	-17.1717	179.223
15.4545	-16.7677	245.505
15.4545	-16.3636	319.789
15.4545	-15.9596	232.824
15.4545	-15.5556	169.39
15.4545	-15.1515	121.163
15.4545	-14.7475	113.296
15.4545	-14.3434	190.584
15.4545	-13.9394	266.447
15.4545	-13.5354	246.131
15.4545	-13.1313	240.324
15.4545	-12.7273	323.175
15.4545	-12.3232	417.789
15.4545	-11.9192	472.657
15.4545	-11.5152	439.055
15.4545	-11.1111	389.202
15.4545	-10.7071	405.379
15.4545	-10.303	479.876
15.4545	-9.89899	483.154
15.4545	-9.49495	354.192
15.4545	-9.09091	350.593
15.4545	-8.68687	456.62
15.4545	-8.28283	487.054
15.4545	-7.87879	535.706
15.4545	-7.47475	537.036
15.4545	-7.07071	431.586
15.4545	-6.66667	537.619
15.4545	-6.26263	539.017
15.4545	-5.85859	497.253
15.4545	-5.45455	593.43
15.4545	-5.05051	783.608
15.4545	-4.64646	818.9
15.4545	-4.24242	1134.66
15.4545	-3.83838	1343.37
15.4545	-3.43434	1584.79
15.4545	-3.0303	1859.05
15.4545	-2.62626	2034.39
15.4545	-2.22222	2517.31
15.4545	-1.81818	3425.16
15.4545	-1.41414	3869.56
15.4545	-1.0101	4179.4
15.4545	-0.606061	4426.32
15.4545	-0.20202	4761.12
15.4545	0.20202	4482.16
15.4545	0.606061	3957.47
15.4545	1.0101	3518.65
15.4545	1.41414	2963.12
15.4545	1.81818	2524.22
15.4545	2.22222	2280.96
15.4545	2.62626	1976.83
15.4545	3.0303	1461.1
15.4545	3.43434	1393.66
15.4545	3.83838	932.007
15.4545	4.24242	877.534
15.4545	4.64646	784.196
15.4545	5.05051	632.109
15.4545	5.45455	529.703
15.4545	5.85859	533.864
15.4545	6.26263	626.401
15.4545	6.66667	544.483
15.4545	7.07071	478.631
15.4545	7.47475	543.222
15.4545	7.87879	587.451
15.4545	8.28283	618.461
15.4545	8.68687	577.49
15.4545	9.09091	503.517
15.4545	9.49495	379.807
15.4545	9.89899	366.806
15.4545	10.303	304.348
15.4545	10.7071	254.994
15.4545	11.1111	320.481
15.4545	11.5152	317.588
15.4545	11.9192	353.085
15.4545	12.3232	297.946
15.4545	12.7273	315.713
15.4545	13.1313	375.152
15.4545	13.5354	318.207
15.4545	13.9394	313.383
15.4545	14.3434	265.283
15.4545	14.7475	216.575
15.4545	15.1515	157.13
15.4545	15.5556	138.925
15.4545	15.9596	155.998
15.4545	16.3636	200.621
15.4545	16.7677	183.289
15.4545	17.1717	125.889
15.4545	17.5758	134.81
15.4545	17.9798	120.21
15.4545	18.3838	114.509
15.4545	18.7879	117.823
15.4545	19.1919	81.6993
15.4545	19.596	80.9383
15.4545	20	80.9383
15.7576	-20	109.207
15.7576	-19.596	109.85
15.7576	-19.1919	124.094
15.7576	-18.7879	160.528
15.7576	-18.3838	209.113
15.7576	-17.9798	216.083
15.7576	-17.5758	217.928
15.7576	-17.1717	163.122
15.7576	-16.7677	144.422
15.7576	-16.3636	64.5942
15.7576	-15.9596	117.308
15.7576	-15.5556	201.122
15.7576	-15.1515	176.019
15.7576	-14.7475	173.045
15.7576	-14.3434	164.132
15.7576	-13.9394	200.975
15.7576	-13.5354	297.76
15.7576	-13.1313	366.84
15.7576	-12.7273	392.896
15.7576	-12.3232	315.531
15.7576	-11.9192	309.389
15.7576	-11.5152	412.171
15.7576	-11.1111	462.377
15.7576	-10.7071	345.075
15.7576	-10.303	283.891
15.7576	-9.89899	321.301
15.7576	-9.49495	367.344
15.7576	-9.09091	336.975
15.7576	-8.68687	360.213
15.7576	-8.28283	501.074
15.7576	-7.87879	409.208
15.7576	-7.47475	428.445
15.7576	-7.07071	404.412
15.7576	-6.66667	539.459
15.7576	-6.26263	412.151
15.7576	-5.85859	500.998
15.7576	-5.45455	683.472
15.7576	-5.05051	764.867
15.7576	-4.64646	885.986
15.7576	-4.24242	1132.12
15.7576	-3.83838	1297.58
15.7576	-3.43434	1419.6
15.7576	-3.0303	1764.47
15.7576	-2.62626	2136.85
15.7576	-2.22222	2286.92
15.7576	-1.81818	2910.84
15.7576	-1.41414	3347.17
15.7576	-1.0101	3555.09
15.7576	-0.606061	3526.55
15.7576	-0.20202	3618.19
15.7576	0.20202	3693.49
15.7576	0.606061	3399.44
15.7576	1.0101	3104.77
15.7576	1.41414	2549.45
15.7576	1.81818	2313.94
15.7576	2.22222	2006.78
15.7576	2.62626	1821.6
15.7576	3.0303	1323.65
15.7576	3.43434	1279.59
15.7576	3.83838	1193.96
15.7576	4.24242	939.282
15.7576	4.64646	721.799
15.7576	5.05051	595.497
15.7576	5.45455	478.982
15.7576	5.85859	474.948
15.7576	6.26263	392.061
15.7576	6.66667	528.47
15.7576	7.07071	463.449
15.7576	7.47475	430.834
15.7576	7.87879	378.734
15.7576	8.28283	370.308
15.7576	8.68687	446.224
15.7576	9.09091	446.63
15.7576	9.49495	430.026
15.7576	9.89899	310.021
15.7576	10.303	386.241
15.7576	10.7071	369.266
15.7576	11.1111	311.938
15.7576	11.5152	246.635
15.7576	11.9192	212.386
15.7576	12.3232	290.671
15.7576	12.7273	275.552
15.7576	13.1313	267.117
15.7576	13.5354	253.764
15.7576	13.9394	307.163
15.7576	14.3434	285.388
15.7576	14.7475	213.786
15.7576	15.1515	229.042
15.7576	15.5556	137.923
15.7576	15.9596	160.607
15.7576	16.3636	144.889
15.7576	16.7677	172.144
15.7576	17.1717	177.247
15.7576	17.5758	155.282
15.7576	17.9798	160.113
15.7576	18.3838	151.469
15.7576	18.7879	92.3176
15.7576	19.1919	103.915
15.7576	19.596	101.711
15.7576	20	101.711
16.0606	-20	150.595
16.0606	-19.596	177.049
16.0606	-19.1919	173.572
16.0606	-18.7879	132.597
16.0606	-18.3838	114.647
16.0606	-17.9798	74.627
16.0606	-17.5758	99.0073
16.0606	-17.1717	120.894
16.0606	-16.7677	170.107
16.0606	-16.3636	219.044
16.0606	-15.9596	221.525
16.0606	-15.5556	123.846
16.0606	-15.1515	190.457
16.0606	-14.7475	264.552
16.0606	-14.3434	342.422
16.0606	-13.9394	327.175
16.0606	-13.5354	298.981
16.0606	-13.1313	268.746
16.0606	-12.7273	263.09
16.0606	-12.3232	307.524
16.0606	-11.9192	329.731
16.0606	-11.5152	245.767
16.0606	-11.1111	244.874
16.0606	-10.7071	267.589
16.0606	-10.303	315.326
16.0606	-9.89899	394.972
16.0606	-9.49495	296.327
16.0606	-9.09091	353.761
16.0606	-8.68687	397.152
16.0606	-8.28283	315.837
16.0606	-7.87879	360.691
16.0606	-7.47475	443.804
16.0606	-7.07071	429.246
16.0606	-6.66667	314.126
16.0606	-6.26263	466.806
16.0606	-5.85859	656.806
16.0606	-5.45455	643.835
16.0606	-5.05051	743.711
16.0606	-4.64646	764.055
16.0606	-4.24242	1039.04
16.0606	-3.83838	1144.64
16.0606	-3.43434	1419.04
16.0606	-3.0303	1686.06
16.0606	-2.62626	1992.22
16.0606	-2.22222	2060.82
16.0606	-1.81818	2497.72
16.0606	-1.41414	2767.08
16.0606	-1.0101	2901.49
16.0606	-0.606061	3003.8
16.0606	-0.20202	3050.34
16.0606	0.20202	3183.93
16.0606	0.606061	2891.55
16.0606	1.0101	2604.86
16.0606	1.41414	2054.25
16.0606	1.81818	2151.9
16.0606	2.22222	1847.62
16.0606	2.62626	1656.37
16.0606	3.0303	1233.94
16.0606	3.43434	1126.51
16.0606	3.83838	1031.6
16.0606	4.24242	1131.27
16.0606	4.64646	706.894
16.0606	5.05051	589.147
16.0606	5.45455	548.185
16.0606	5.85859	497.473
16.0606	6.26263	426.165
16.0606	6.66667	391.083
16.0606	7.07071	416.735
16.0606	7.47475	351.682
16.0606	7.87879	402.63
16.0606	8.28283	384.57
16.0606	8.68687	338.291
16.0606	9.09091	390.816
16.0606	9.49495	375.807
16.0606	9.89899	323.549
16.0606	10.303	319.193
16.0606	10.7071	352.835
16.0606	11.1111	249.68
16.0606	11.5152	286.485
16.0606	11.9192	284.779
16.0606	12.3232	191.897
16.0606	12.7273	159.854
16.0606	13.1313	213.095
16.0606	13.5354	249.097
16.0606	13.9394	219.881
16.0606	14.3434	236.35
16.0606	14.7475	252.508
16.0606	15.1515	224.573
16.0606	15.5556	233.229
16.0606	15.9596	168.733
16.0606	16.3636	127.359
16.0606	16.7677	104.091
16.0606	17.1717	118.018
16.0606	17.5758	137.357
16.0606	17.9798	164.614
16.0606	18.3838	182.907
16.0606	18.7879	159.056
16.0606	19.1919	140.935
16.0606	19.596	115.718
16.0606	20	115.718
16.3636	-20	81.1675
16.3636	-19.596	49.0444
16.3636	-19.1919	30.9392
16.3636	-18.7879	64.7519
16.3636	-18.3838	113.708
16.3636	-17.9798	151.631
16.3636	-17.5758	152.515
16.3636	-17.1717	121.954
16.3636	-16.7677	123.606
16.3636	-16.3636	205.854
16.3636	-15.9596	199.747
16.3636	-15.5556	258.253
16.3636	-15.1515	208.257
16.3636	-14.7475	221.466
16.3636	-14.3434	202.045
16.3636	-13.9394	216.663
16.3636	-13.5354	188.733
16.3636	-13.1313	213.656
16.3636	-12.7273	247.977
16.3636	-12.3232	254.368
16.3636	-11.9192	228.713
16.3636	-11.5152	258.417
16.3636	-11.1111	302.17
16.3636	-10.7071	295.223
16.3636	-10.303	370.695
16.3636	-9.89899	331.934
16.3636	-9.49495	268.773
16.3636	-9.09091	323.502
16.3636	-8.68687	319.547
16.3636	-8.28283	348.732
16.3636	-7.87879	354.305
16.3636	-7.47475	322.596
16.3636	-7.07071	337.548
16.3636	-6.66667	460.968
16.3636	-6.26263	515.293
16.3636	-5.85859	431.988
16.3636	-5.45455	619.906
16.3636	-5.05051	733.884
16.3636	-4.64646	753.267
16.3636	-4.24242	1013.12
16.3636	-3.83838	1073.84
16.3636	-3.43434	1392.44
16.3636	-3.0303	1575.68
16.3636	-2.62626	1715.44
16.3636	-2.22222	1900.85
16.3636	-1.81818	2311.1
16.3636	-1.41414	2382.71
16.3636	-1.0101	2363.47
16.3636	-0.606061	2592.8
16.3636	-0.20202	2752.41
16.3636	0.20202	2822.22
16.3636	0.606061	2591.19
16.3636	1.0101	2230.86
16.3636	1.41414	1904.51
16.3636	1.81818	1876.17
16.3636	2.22222	1660.56
16.3636	2.62626	1435.02
16.3636	3.0303	1214.94
16.3636	3.43434	1037.41
16.3636	3.83838	960.056
16.3636	4.24242	974.336
16.3636	4.64646	893.505
16.3636	5.05051	634.329
16.3636	5.45455	444.308
16.3636	5.85859	425.794
16.3636	6.26263	426.626
16.3636	6.66667	424.571
16.3636	7.07071	380.326
16.3636	7.47475	378.31
16.3636	7.87879	346.203
16.3636	8.28283	319.584
16.3636	8.68687	226.264
16.3636	9.09091	174.39
16.3636	9.49495	251.11
16.3636	9.89899	346.994
16.3636	10.303	209.318
16.3636	10.7071	241.9
16.3636	11.1111	299.811
16.3636	11.5152	245.644
16.3636	11.9192	258.433
16.3636	12.3232	239.58
16.3636	12.7273	216.295
16.3636	13.1313	177.456
16.3636	13.5354	166.228
16.3636	13.9394	148.645
16.3636	14.3434	190.915
16.3636	14.7475	214.053
16.3636	15.1515	192.761
16.3636	15.5556	218.658
16.3636	15.9596	221.561
16.3636	16.3636	217.278
16.3636	16.7677	207.422
16.3636	17.1717	216.077
16.3636	17.5758	201.041
16.3636	17.9798	136.978
16.3636	18.3838	124.745
16.3636	18.7879	135.376
16.3636	19.1919	175.327
16.3636	19.596	172.838
16.3636	20	172.838
16.6667	-20	94.7738
16.6667	-19.596	113.935
16.6667	-19.1919	156.305
16.6667	-18.7879	139.736
16.6667	-18.3838	101.617
16.6667	-17.9798	108.528
16.6667	-17.5758	170.95
16.6667	-17.1717	254.635
16.6667	-16.7677	253.754
16.6667	-16.3636	174.235
16.6667	-15.9596	185.157
16.6667	-15.5556	198.551
16.6667	-15.1515	217.839
16.6667	-14.7475	202.386
16.6667	-14.3434	205.143
16.6667	-13.9394	153.357
16.6667	-13.5354	158.3
16.6667	-13.1313	181.308
16.6667	-12.7273	218.628
16.6667	-12.3232	235.937
16.6667	-11.9192	234.72
16.6667	-11.5152	203.387
16.6667	-11.1111	255.158
16.6667	-10.7071	308.522
16.6667	-10.303	249.672
16.6667	-9.89899	238.514
16.6667	-9.49495	326.384
16.6667	-9.09091	312.675
16.6667	-8.68687	386.034
16.6667	-8.28283	271.576
16.6667	-7.87879	301.538
16.6667	-7.47475	375.21
16.6667	-7.07071	493.475
16.6667	-6.66667	481.77
16.6667	-6.26263	376.353
16.6667	-5.85859	447.26
16.6667	-5.45455	635.468
16.6667	-5.05051	675.6
16.6667	-4.64646	925.57
16.6667	-4.24242	890.736
16.6667	-3.83838	1140.54
16.6667	-3.43434	1259.12
16.6667	-3.0303	1367.26
16.6667	-2.62626	1547.12
16.6667	-2.22222	1558.68
16.6667	-1.81818	1959.14
16.6667	-1.41414	2087.96
16.6667	-1.0101	2162.88
16.6667	-0.606061	2091.37
16.6667	-0.20202	2333.97
16.6667	0.20202	2288.92
16.6667	0.606061	2154.76
16.6667	1.0101	1860.08
16.6667	1.41414	1902.69
16.6667	1.81818	1604.89
16.6667	2.22222	1628.34
16.6667	2.62626	1260.04
16.6667	3.0303	1276.36
16.6667	3.43434	859.054
16.6667	3.83838	810.332
16.6667	4.24242	904.182
16.6667	4.64646	804.971
16.6667	5.05051	792.598
16.6667	5.45455	462.601
16.6667	5.85859	401.189
16.6667	6.26263	352.035
16.6667	6.66667	360.401
16.6667	7.07071	425.009
16.6667	7.47475	348.566
16.6667	7.87879	316.854
16.6667	8.28283	325.291
16.6667	8.68687	293.576
16.6667	9.09091	226.113
16.6667	9.49495	208.403
16.6667	9.89899	199.524
16.6667	10.303	217.771
16.6667	10.7071	181.418
16.6667	11.1111	155.333
16.6667	11.5152	186.455
16.6667	11.9192	225.253
16.6667	12.3232	288.201
16.6667	12.7273	255.427
16.6667	13.1313	184.474
16.6667	13.5354	215.992
16.6667	13.9394	187.201
16.6667	14.3434	159.298
16.6667	14.7475	146.854
16.6667	15.1515	168.165
16.6667	15.5556	157.081
16.6667	15.9596	178.414
16.6667	16.3636	138.101
16.6667	16.7677	113.784
16.6667	17.1717	149.433
16.6667	17.5758	227.533
16.6667	17.9798	237.705
16.6667	18.3838	177.871
16.6667	18.7879	150.97
16.6667	19.1919	126.474
16.6667	19.596	86.3387
16.6667	20	86.3387
16.9697	-20	119.194
16.9697	-19.596	94.9153
16.9697	-19.1919	92.1883
16.9697	-18.7879	119.062
16.9697	-18.3838	171.648
16.9697	-17.9798	238.357
16.9697	-17.5758	189.21
16.9697	-17.1717	142.135
16.9697	-16.7677	116.071
16.9697	-16.3636	151.517
16.9697	-15.9596	203.561
16.9697	-15.5556	192.464
16.9697	-15.1515	146.004
16.9697	-14.7475	132.17
16.9697	-14.3434	141.597
16.9697	-13.9394	138.806
16.9697	-13.5354	170.96
16.9697	-13.1313	175.032
16.9697	-12.7273	160.209
16.9697	-12.3232	145.574
16.9697	-11.9192	208.531
16.9697	-11.5152	233.419
16.9697	-11.1111	220.42
16.9697	-10.7071	150.328
16.9697	-10.303	164.619
16.9697	-9.89899	311.347
16.9697	-9.49495	301.174
16.9697	-9.09091	277.653
16.9697	-8.68687	254.769
16.9697	-8.28283	260.819
16.9697	-7.87879	277.46
16.9697	-7.47475	422.71
16.9697	-7.07071	362.578
16.9697	-6.66667	357.917
16.9697	-6.26263	386.392
16.9697	-5.85859	548.474
16.9697	-5.45455	600.293
16.9697	-5.05051	660.052
16.9697	-4.64646	726.916
16.9697	-4.24242	871.442
16.9697	-3.83838	1114.49
16.9697	-3.43434	1073.85
16.9697	-3.0303	1408.38
16.9697	-2.62626	1408.12
16.9697	-2.22222	1582.82
16.9697	-1.81818	1525.62
16.9697	-1.41414	1955.87
16.9697	-1.0101	1964.58
16.9697	-0.606061	1907.09
16.9697	-0.20202	1885.25
16.9697	0.20202	1929.84
16.9697	0.606061	1766.18
16.9697	1.0101	1711.04
16.9697	1.41414	1642.71
16.9697	1.81818	1521.88
16.9697	2.22222	1454.59
16.9697	2.62626	1340.1
16.9697	3.0303	1171.91
16.9697	3.43434	860.009
16.9697	3.83838	776.009
16.9697	4.24242	644.197
16.9697	4.64646	781.587
16.9697	5.05051	712.601
16.9697	5.45455	623.359
16.9697	5.85859	450.156
16.9697	6.26263	332.764
16.9697	6.66667	345.622
16.9697	7.07071	377.86
16.9697	7.47475	380.633
16.9697	7.87879	343.808
16.9697	8.28283	277.435
16.9697	8.68687	258.211
16.9697	9.09091	196.283
16.9697	9.49495	227.601
16.9697	9.89899	231.151
16.9697	10.303	220.59
16.9697	10.7071	198.058
16.9697	11.1111	170.107
16.9697	11.5152	154.029
16.9697	11.9192	135.527
16.9697	12.3232	82.8188
16.9697	12.7273	197.134
16.9697	13.1313	212.193
16.9697	13.5354	172.197
16.9697	13.9394	127.516
16.9697	14.3434	109.917
16.9697	14.7475	131.67
16.9697	15.1515	137.023
16.9697	15.5556	144.14
16.9697	15.9596	146.482
16.9697	16.3636	180.006
16.9697	16.7677	195.47
16.9697	17.1717	164.735
16.9697	17.5758	107.934
16.9697	17.9798	118.649
16.9697	18.3838	136.256
16.9697	18.7879	175.949
16.9697	19.1919	162.232
16.9697	19.596	160.214
16.9697	20	160.214
