parent_nuclide,parent_original,production_rate,nuclide,original_nuclide,atom_number_EOL,activity_EOL_Bq,is_stable,decay_constant,half_life,half_life_seconds
Ag107,Ag107,3.65e-07,Ag107,Ag107,984159720000000.0,0.0,True,0.0,稳定,inf
Ag108,Ag108,1.79e-06,Ag108,Ag108,1146004031724.2588,5586142500.0,False,0.004874452746553764,2.37 分钟,142.20000000000002
Ag108,Ag108,1.79e-06,Cd108,Cd-108,4687760604163180.0,0.0,True,0.0,稳定,inf
Ag108,Ag108,1.79e-06,Pd108,Pd-108,137520511805095.86,0.0,True,0.0,稳定,inf
Ag109,Ag109,1.19e-05,Ag109,Ag109,3.20863032e+16,0.0,True,0.0,稳定,inf
Ag110,Ag110,3.27e-05,Ag110,Ag110,3621732563309.3223,102048525000.0,False,0.028176714656908342,24.60 秒,24.6
Ag110,Ag110,3.27e-05,Cd110,Cd-110,8.79018049558344e+16,0.0,True,0.0,稳定,inf
Ag110,Ag110,3.27e-05,Pd110,Pd-110,264498911602310.12,0.0,True,0.0,稳定,inf
Ag111,Ag111,0.000121,Ag111,Ag111,2.1236228254556074e+17,228682446873.80362,False,1.0768505787968328e-06,7.45 天,643680.0
Ag111,Ag111,0.000121,Cd111,Cd-111,1.1389340545443926e+17,0.0,True,0.0,稳定,inf
Ag112,Ag112,0.0002,Ag112,Ag112,1.01463619808979e+16,624150000000.0,False,6.151465926162098e-05,3.13 小时,11268.0
Ag112,Ag112,0.0002,Cd112,Cd-112,5.291192380191021e+17,0.0,True,0.0,稳定,inf
Ag113,Ag113,0.000447,Ag113,Ag113,3.890611155802979e+16,1394975249999.951,False,3.5854913126419684e-05,5.37 小时,19332.0
Ag113,Ag113,0.000447,Cd113,Cd-113,-3.8229534278035656e+16,-1.0905335992865441e-07,False,2.8525945185607395e-24,7705109424657535.00 年,2.42988330816e+23
Ag113,Ag113,0.000447,In113,In-113,746878605071722.2,0.0,True,0.0,稳定,inf
Ag113,Ag113,0.000447,Cd113m,Cd-113m,2.0267320786052756e+16,31572429.148055885,False,1.55779984346934e-09,14.11 年,444952657.72800004
Ag114,Ag114,0.000474,Ag114,Ag114,9816794312721.768,1479235500000.0,False,0.15068416968694465,4.60 秒,4.6
Ag114,Ag114,0.000474,Cd114,Cd-114,1.2780496552056873e+18,0.0,True,0.0,稳定,inf
Ag115,Ag115,0.000729,Ag115,Ag115,3938603772137683.0,2275026750000.0,False,0.0005776226504666211,20.00 分钟,1200.0
Ag115,Ag115,0.000729,Cd115,Cd-115,5.684381380420412e+17,2047279859846.333,False,3.6015877944046708e-06,2.23 天,192456.0
Ag115,Ag115,0.000729,In115m,In-115m,6994575539710293.0,300209931797.92365,False,4.2920393109423474e-05,4.49 小时,16149.599999999999
Ag115,Ag115,0.000729,In115,In-115,0.0,0.0,False,4.9807205879631965e-23,441292630684931.50 年,1.391660440128e+22
Ag115,Ag115,0.000729,Sn115,Sn-115,0.0,0.0,True,0.0,稳定,inf
Ag115,Ag115,0.000729,Cd115m,Cd-115m,1.0515686252224126e+17,18915354274.056767,False,1.7987750699633193e-07,44.60 天,3853440.0
Ag116,Ag116,0.000531,Ag116,Ag116,384427178055808.9,1657118250000.0,False,0.004310616794527023,2.68 分钟,160.8
Ag116,Ag116,0.000531,Cd116,Cd-116,1.431365740821944e+18,0.0,True,0.0,稳定,inf
Ag117,Ag117,0.000569,Ag117,Ag117,188548724521137.06,1775706750000.0,False,0.00941776060543404,1.23 分钟,73.6
Ag117,Ag117,0.000569,Cd117,Cd-117,1.9451201139124016e+16,1504076888452.4998,False,7.7325656019628e-05,2.49 小时,8964.0
Ag117,Ag117,0.000569,In117m,In-117m,1.3843830487183054e+16,1376335638316.229,False,9.941870059666456e-05,1.94 小时,6972.0
Ag117,Ag117,0.000569,Sn117,Sn-117,0.0,0.0,True,0.0,稳定,inf
Ag117,Ag117,0.000569,In117,In-117,0.0,0.0,False,0.0002674178937345468,43.20 分钟,2592.0
Ag117,Ag117,0.000569,Cd117m,Cd-117m,4740169039747554.0,271629861547.50003,False,5.73038343716886e-05,3.36 小时,12096.0
Cd108,Cd108,4.06e-09,Cd108,Cd108,10947091679999.998,0.0,True,0.0,稳定,inf
Cd109,Cd109,4.06e-08,Cd109,Cd109,108652744836716.95,1889186.4871724318,False,1.7387379306537502e-08,1.26 年,39864960.0
Cd109,Cd109,4.06e-08,Ag109,Ag-109,818171963283.0469,0.0,True,0.0,稳定,inf
Cd110,Cd110,9.3e-07,Cd110,Cd110,2507585040000000.0,0.0,True,0.0,稳定,inf
Cd111,Cd111,4.34e-06,Cd111,Cd111,1.170206352e+16,0.0,True,0.0,稳定,inf
Cd112,Cd112,2.46e-05,Cd112,Cd112,6.63296688e+16,0.0,True,0.0,稳定,inf
Cd113,Cd113,5.23e-05,Cd113,Cd113,0.0,0.0,False,2.8525945185607395e-24,7705109424657535.00 年,2.42988330816e+23
Cd113,Cd113,5.23e-05,In113,In-113,1.410179544e+17,0.0,True,0.0,稳定,inf
Cd114,Cd114,0.000175,Cd114,Cd114,4.718574e+17,0.0,True,0.0,稳定,inf
Cd115,Cd115,0.000246,Cd115,Cd115,2.0366704991197706e+17,733524761085.3834,False,3.6015877944046708e-06,2.23 天,192456.0
Cd115,Cd115,0.000246,In115m,In-115m,1.7017409602478594e+16,730393909842.4591,False,4.2920393109423474e-05,4.49 小时,16149.599999999999
Cd115,Cd115,0.000246,In115,In-115,-2.0965023653873286e+17,-1.0442092493998208e-05,False,4.9807205879631965e-23,441292630684931.50 年,1.391660440128e+22
Cd115,Cd115,0.000246,Sn115,Sn-115,0.0,0.0,True,0.0,稳定,inf
Cd116,Cd116,0.000529,Cd116,Cd116,1.4263575119999997e+18,0.0,True,0.0,稳定,inf
Cd117,Cd117,0.000477,Cd117,Cd117,1.9251019992926296e+16,1488597750000.0,False,7.7325656019628e-05,2.49 小时,8964.0
Cd117,Cd117,0.000477,In117m,In-117m,1.3701357339387718e+16,1362171143092.5,False,9.941870059666456e-05,1.94 小时,6972.0
Cd117,Cd117,0.000477,Sn117,Sn-117,6.060215956172032e+17,0.0,True,0.0,稳定,inf
Cd117,Cd117,0.000477,In117,In-117,2399176059001633.0,641582608396.5675,False,0.0002674178937345468,43.20 分钟,2592.0
Cd117,Cd117,0.000477,Sn117m,Sn-117m,0.0,0.0,False,5.830331985491573e-07,13.76 天,1188864.0
Cd118,Cd118,0.000707,Cd118,Cd118,9606654403644546.0,2206370250000.0,False,0.00022967103398275192,50.30 分钟,3018.0
Cd118,Cd118,0.000707,In118,In-118,15915597090199.715,2206370250000.0,False,0.13862943611198905,5.00 秒,5.0
Cd118,Cd118,0.000707,Sn118,Sn-118,1.8966813259992653e+18,0.0,True,0.0,稳定,inf
Cd119,Cd119,0.000418,Cd119,Cd119,303747932336560.56,1304473499999.9998,False,0.004294592196777852,2.69 分钟,161.4
Cd119,Cd119,0.000418,In119m,In-119m,1831112228618570.2,1175213220885.0,False,0.0006418029449629123,18.00 分钟,1080.0
Cd119,Cd119,0.000418,Sn119,Sn-119,9.565358112465873e+17,0.0,True,0.0,稳定,inf
Cd119,Cd119,0.000418,In119,In-119,13672304640351.992,65811940369.560005,False,0.004813522087221842,2.40 分钟,144.0
Cd119,Cd119,0.000418,Sn119m,Sn-119m,0.0,0.0,False,2.7371329962594347e-08,293.10 天,25323840.000000004
In103,In103,8.12e-09,In103,In103,2193515955.401782,25340489.999999996,False,0.011552453009332421,1.00 分钟,60.0
In103,In103,8.12e-09,Cd103,Cd-103,16012666474.433008,25340490.0,False,0.001582527809497592,7.30 分钟,438.0
In103,In103,8.12e-09,Ag103,Ag-103,144113998269.89706,25340489.999999996,False,0.00017583642327751023,1.09 小时,3942.0
In103,In103,8.12e-09,Pd103,Pd-103,0.0,0.0,False,4.721638992429171e-07,16.99 天,1468022.4
In105,In105,4.06e-09,In105,In105,5560562946.943518,12670244.999999998,False,0.002278590337146434,5.07 分钟,304.20000000000005
In105,In105,4.06e-09,Cd105,Cd-105,60870067762.39944,12670244.999999996,False,0.00020815230647445806,55.50 分钟,3330.0
In105,In105,4.06e-09,Ag105m,Ag-105m,6578601011.119129,10511615.359349998,False,0.0015978496555093251,7.23 分钟,433.8
In105,In105,4.06e-09,Ag105,Ag-105,0.0,0.0,False,1.9429733136440794e-07,41.29 天,3567456.0
In105,In105,4.06e-09,Pd105,Pd-105,0.0,0.0,True,0.0,稳定,inf
In111,In111,4.06e-08,In111,In111,40553937427483.64,116000091.23435962,False,2.86039034906992e-06,2.80 天,242326.08
In111,In111,4.06e-08,Cd111,Cd-111,68913533523547.74,0.0,True,0.0,稳定,inf
In111,In111,4.06e-08,Cd111m,Cd-111m,24321547.236970786,5793.268692151831,False,0.00023819490740891591,48.50 分钟,2910.0
In112,In112,1.99e-07,In112,In112,804747516825.1936,621029250.0,False,0.0007717069478511971,14.97 分钟,898.2
In112,In112,1.99e-07,Cd112,Cd-112,300028133710577.94,0.0,True,0.0,稳定,inf
In112,In112,1.99e-07,Sn112,Sn-112,235736390772596.9,0.0,True,0.0,稳定,inf
In113,In113,1.84e-06,In113,In113,4961243520000000.0,0.0,True,0.0,稳定,inf
In114,In114,7.33e-06,In114,In114,2372828681091.0,22875097500.0,False,0.00964043366564597,1.20 分钟,71.9
In114,In114,7.33e-06,Sn114,Sn-114,1.9662902854262316e+16,0.0,True,0.0,稳定,inf
In114,In114,7.33e-06,Cd114,Cd-114,98808557056594.55,0.0,True,0.0,稳定,inf
In115,In115,3.33e-05,In115,In115,0.0,0.0,False,4.9807205879631965e-23,441292630684931.50 年,1.391660440128e+22
In115,In115,3.33e-05,Sn115,Sn-115,8.978772240000002e+16,0.0,True,0.0,稳定,inf
In117,In117,0.000206,In117,In117,2404007043141815.0,642874500000.0,False,0.0002674178937345468,43.20 分钟,2592.0
In117,In117,0.000206,Sn117,Sn-117,5.5108733130668045e+17,0.0,True,0.0,稳定,inf
In117,In117,0.000206,Sn117m,Sn-117m,1536094066951120.2,895593837.1268951,False,5.830331985491573e-07,13.76 天,1188864.0
In118,In118,0.000277,In118,In118,6235672410163.112,864447750000.0,False,0.13862943611198905,5.00 秒,5.0
In118,In118,0.000277,Sn118,Sn-118,7.468766203275899e+17,0.0,True,0.0,稳定,inf
In119,In119,0.000515,In119,In119,333889867103029.94,1607186250000.0002,False,0.004813522087221842,2.40 分钟,144.0
In119,In119,0.000515,Sn119,Sn-119,1.375114182847237e+18,0.0,True,0.0,稳定,inf
In119,In119,0.000515,Sn119m,Sn-119m,1.30027799378655e+16,355903380.1103186,False,2.7371329962594347e-08,293.10 天,25323840.000000004
In121,In121,0.000587,In121,In121,61049709155298.734,1831880249999.9998,False,0.030006371452811483,23.10 秒,23.1
In121,In121,0.000587,Sn121,Sn-121,2.274967927731445e+17,1620511782146.743,False,7.1232291338836e-06,1.13 天,97308.0
In121,In121,0.000587,Sb121,Sb-121,303209970104510.06,0.0,True,0.0,稳定,inf
In121,In121,0.000587,Sn121m,Sn-121m,1.7959575524093626e+17,89859152.06308535,False,5.003411797931138e-10,43.93 年,1385349054.912
Sn114,Sn114,1.01e-07,Sn114,Sn114,272329128000000.0,0.0,True,0.0,稳定,inf
Sn115,Sn115,5.28e-07,Sn115,Sn115,1423661184000000.0,0.0,True,0.0,稳定,inf
Sn116,Sn116,4.3e-06,Sn116,Sn116,1.1594210400000002e+16,0.0,True,0.0,稳定,inf
Sn117,Sn117,1.27e-05,Sn117,Sn117,3.42433656e+16,0.0,True,0.0,稳定,inf
Sn118,Sn118,5.52e-05,Sn118,Sn118,1.488373056e+17,0.0,True,0.0,稳定,inf
Sn119,Sn119,9.76e-05,Sn119,Sn119,2.631616128e+17,0.0,True,0.0,稳定,inf
Sn120,Sn120,0.000259,Sn120,Sn120,6.98348952e+17,0.0,True,0.0,稳定,inf
Sn121,Sn121,0.000289,Sn121,Sn121,1.2634454608250122e+17,899981151562.1716,False,7.1232291338836e-06,1.13 天,97308.0
Sn121,Sn121,0.000289,Sb121,Sb-121,6.528942459174986e+17,0.0,True,0.0,稳定,inf
Sn122,Sn122,0.000518,Sn122,Sn122,1.396697904e+18,0.0,True,0.0,稳定,inf
Sn123,Sn123,0.000402,Sn123,Sn123,1.0553611168370733e+18,65531527939.76219,False,6.209393817365639e-08,129.20 天,11162879.999999998
Sn123,Sn123,0.000402,Sb123,Sb-123,2.856273916292672e+16,0.0,True,0.0,稳定,inf
Sn124,Sn124,0.000506,Sn124,Sn124,1.3643419680000003e+18,0.0,True,0.0,稳定,inf
Sn125,Sn125,0.000287,Sn125,Sn125,5.5186685546946874e+17,459270971301.5131,False,8.322133622444402e-07,9.64 天,832896.0
Sn125,Sn125,0.000287,Sb125,Sb-125,2.2144222766254922e+17,1763229225.7634847,False,7.962479624484403e-09,2.76 年,87051674.00724481
Sn125,Sn125,0.000287,Te125,Te-125,412800316444931.56,0.0,True,0.0,稳定,inf
Sn125,Sn125,0.000287,Te125m,Te-125m,120467058126910.23,16837132.55158304,False,1.3976544968704536e-07,57.40 天,4959360.0
Sn126,Sn126,0.00027,Sn126,Sn126,7.280085301096477e+17,69524.74433440463,False,9.549990344746824e-14,230152.62 年,7258092998400.0
Sn126,Sn126,0.00027,Sb126m,Sb-126m,115027038.19326577,69391.3552757383,False,0.0006032612537510403,19.15 分钟,1149.0
Sn126,Sn126,0.00027,Te126,Te-126,25475559960.9375,0.0,True,0.0,稳定,inf
Sn126,Sn126,0.00027,Sb126,Sb-126,3504925681.537431,2276.793141990755,False,6.495981224320975e-07,12.35 天,1067040.0
Sn127,Sn127,0.000119,Sn127,Sn127,4050440669371222.0,371369250000.0,False,9.168613499470175e-05,2.10 小时,7560.0
Sn127,Sn127,0.000119,Sb127,Sb-127,1.4808634031429434e+17,308578731566.5395,False,2.083775795334131e-06,3.85 天,332640.0
Sn127,Sn127,0.000119,Te127,Te-127,1.2053000063536388e+16,248202703842.2189,False,2.0592607859772586e-05,9.35 小时,33660.0
Sn127,Sn127,0.000119,I127,I-127,0.0,0.0,True,0.0,稳定,inf
Sn127,Sn127,0.000119,Te127m,Te-127m,2.913745586151137e+16,2144553323.4684482,False,7.360125515629728e-08,109.00 天,9417600.0
Sn128,Sn128,8.93e-05,Sn128,Sn128,1424961721978151.0,278682975000.0,False,0.00019557225341683464,59.07 分钟,3544.2
Sn128,Sn128,8.93e-05,Sb128m,Sb-128m,250882036711914.16,278682975000.0,False,0.0011108127893588867,10.40 分钟,624.0
Sn128,Sn128,8.93e-05,Te128,Te-128,2.304984217622228e+17,0.0,True,0.0,稳定,inf
Sn128,Sn128,8.93e-05,Sb128,Sb-128,469477480011543.2,10032586989.961437,False,2.1369687401650797e-05,9.01 小时,32436.0
Sn129,Sn129,3.19e-05,Sn129,Sn129,19216766566430.617,99551925000.00002,False,0.005180472201494359,2.23 分钟,133.8
Sn129,Sn129,3.19e-05,Sb129,Sb-129,2274989405173849.0,99551925000.00002,False,4.375929170201674e-05,4.40 小时,15840.000000000002
Sn129,Sn129,3.19e-05,Te129,Te-129,464107972699179.0,77034275084.25,False,0.00016598352024902905,1.16 小时,4176.0
Sn129,Sn129,3.19e-05,I129,I-129,0.0,0.0,False,1.3990431715234201e-15,15710417.92 年,495443739456000.0
Sn129,Sn129,3.19e-05,Te129m,Te-129m,1.7155149190880988e+16,4096065949.399383,False,2.387659765487025e-07,33.60 天,2903040.0
Sn130,Sn130,2.11e-05,Sn130,Sn130,21203627385639.99,65847825000.0,False,0.003105498120788285,3.72 分钟,223.20000000000002
Sn130,Sn130,2.11e-05,Sb130m,Sb-130m,35909368959551.59,65847825000.00001,False,0.0018337226998940352,6.30 分钟,378.0
Sn130,Sn130,2.11e-05,Te130,Te-130,5.683540780365482e+16,0.0,True,0.0,稳定,inf
Sb115,Sb115,4.06e-09,Sb115,Sb115,35205931084.1986,12670244.999999998,False,0.00035988950184836203,32.10 分钟,1926.0
Sb115,Sb115,4.06e-09,Sn115,Sn-115,10911885748915.799,0.0,True,0.0,稳定,inf
Sb116,Sb116,1.22e-08,Sb116,Sb116,52071691571.828514,38073150.0,False,0.0007311679119830646,15.80 分钟,948.0
Sb116,Sb116,1.22e-08,Sn116,Sn-116,32843129908428.17,0.0,True,0.0,稳定,inf
Sb117,Sb117,1.54e-07,Sb117,Sb117,6988995664797.402,480595500.0,False,6.876460124602632e-05,2.80 小时,10080.0
Sb117,Sb117,1.54e-07,Sn117,Sn-117,408245516335202.6,0.0,True,0.0,稳定,inf
Sb118,Sb118,8.73e-07,Sb118,Sb118,848987924216.3448,2724414750.0,False,0.0032090147248145617,3.60 分钟,216.0
Sb118,Sb118,8.73e-07,Sn118,Sn-118,2353045356075783.5,0.0,True,0.0,稳定,inf
Sb119,Sb119,6.83e-06,Sb119,Sb119,4173481159506697.5,21041260792.762203,False,5.041657069622249e-06,1.59 天,137484.0
Sb119,Sb119,6.83e-06,Sn119,Sn-119,1.4242439080493302e+16,0.0,True,0.0,稳定,inf
Sb120,Sb120,1.83e-05,Sb120,Sb120,78552453709780.56,57109725000.00001,False,0.0007270266211033619,15.89 分钟,953.4000000000001
Sb120,Sb120,1.83e-05,Sn120,Sn-120,4.9264249946290216e+16,0.0,True,0.0,稳定,inf
Sb121,Sb121,6.53e-05,Sb121,Sb121,1.760702184e+17,0.0,True,0.0,稳定,inf
Sb122,Sb122,0.000111,Sb122,Sb122,1.083790545505724e+17,319213949183.372,False,2.945347239898819e-06,2.72 天,235336.32
Sb122,Sb122,0.000111,Te122,Te-122,1.863123416312964e+17,0.0,True,0.0,稳定,inf
Sb122,Sb122,0.000111,Sn122,Sn-122,4601011818131205.0,0.0,True,0.0,稳定,inf
Sb123,Sb123,0.000257,Sb123,Sb123,6.92956296e+17,0.0,True,0.0,稳定,inf
Sb124,Sb124,0.000285,Sb124,Sb124,7.258635096574716e+17,96732005427.59149,False,1.3326473109695023e-07,60.20 天,5201280.0
Sb124,Sb124,0.000285,Te124,Te-124,4.258997034252838e+16,0.0,True,0.0,稳定,inf
Sb125,Sb125,0.000465,Sb125,Sb125,1.249489608591432e+18,9949035549.414268,False,7.962479624484403e-09,2.76 年,87051674.00724481
Sb125,Sb125,0.000465,Te125,Te-125,3307389825081728.0,0.0,True,0.0,稳定,inf
Sb125,Sb125,0.000465,Te125m,Te-125m,956608628409112.4,133700835.12410727,False,1.3976544968704536e-07,57.40 天,4959360.0
Sb126,Sb126,0.00037,Sb126,Sb126,7.634582007384232e+17,495941013755.0671,False,6.495981224320975e-07,12.35 天,1067040.0
Sb126,Sb126,0.00037,Te126,Te-126,2.3418315926157683e+17,0.0,True,0.0,稳定,inf
Sb127,Sb127,0.000442,Sb127,Sb127,5.525786772634473e+17,1151450072699.322,False,2.083775795334131e-06,3.85 天,332640.0
Sb127,Sb127,0.000442,Te127,Te-127,4.500403121875137e+16,926750366996.7102,False,2.0592607859772586e-05,9.35 小时,33660.0
Sb127,Sb127,0.000442,I127,I-127,1.239530767313387e+16,0.0,True,0.0,稳定,inf
Sb127,Sb127,0.000442,Te127m,Te-127m,1.1034809887088555e+17,8121758581.008368,False,7.360125515629728e-08,109.00 天,9417600.0
Sb128,Sb128,0.000269,Sb128,Sb128,3.928376331286347e+16,839481741956.3303,False,2.1369687401650797e-05,9.01 小时,32436.0
Sb128,Sb128,0.000269,Te128,Te-128,6.860284686871364e+17,0.0,True,0.0,稳定,inf
Sb129,Sb129,0.000254,Sb129,Sb129,1.811433570263817e+16,792670500000.0,False,4.375929170201674e-05,4.40 小时,15840.000000000002
Sb129,Sb129,0.000254,Te129,Te-129,3695405174469952.5,613376359605.0001,False,0.00016598352024902905,1.16 小时,4176.0
Sb129,Sb129,0.000254,I129,I-129,4.8540365150210984e+16,67.91006640665607,False,1.3990431715234201e-15,15710417.92 年,495443739456000.0
Sb129,Sb129,0.000254,Xe129,Xe-129,0.0,0.0,True,0.0,稳定,inf
Sb129,Sb129,0.000254,Te129m,Te-129m,1.3662417272396677e+17,32621204020.59653,False,2.387659765487025e-07,33.60 天,2903040.0
Sb130,Sb130,0.000125,Sb130,Sb130,1333803575098066.5,390093750000.0,False,0.00029246716479322586,39.50 分钟,2370.0
Sb130,Sb130,0.000125,Te130,Te-130,3.3570719642490195e+17,0.0,True,0.0,稳定,inf
Sb131,Sb131,8.9e-05,Sb131,Sb131,553692592156203.4,277746750000.0,False,0.0005016262704877299,23.03 分钟,1381.8000000000002
Sb131,Sb131,8.9e-05,Te131,Te-131,551727139728553.75,254952074227.5,False,0.00046209812037329687,25.00 分钟,1500.0
Sb131,Sb131,8.9e-05,I131,I-131,1.2758633625960283e+17,127615554671.72675,False,1.000229008943908e-06,8.02 天,692988.48
Sb131,Sb131,8.9e-05,Xe131,Xe-131,0.0,0.0,True,0.0,稳定,inf
Sb131,Sb131,8.9e-05,Xe131m,Xe-131m,0.0,0.0,False,6.775791226382097e-07,11.84 天,1022976.0
Sb131,Sb131,8.9e-05,Te131m,Te-131m,3537479891807300.0,22703650123.090096,False,6.418029449629123e-06,1.25 天,108000.0
Sb133,Sb133,2.04e-05,Sb133,Sb133,13777009079493.951,63663299999.99999,False,0.0046209812037329686,2.50 分钟,150.0
Sb133,Sb133,2.04e-05,Te133,Te-133,56941756226456.46,52625357046.00001,False,0.0009241962407465937,12.50 分钟,750.0
Sb133,Sb133,2.04e-05,I133,I-133,5683060917101639.0,52606806245.18453,False,9.256773244657388e-06,20.80 小时,74880.0
Sb133,Sb133,2.04e-05,Xe133,Xe-133,0.0,0.0,False,1.5301424398314711e-06,5.24 天,452995.2
Sb133,Sb133,2.04e-05,Xe133m,Xe-133m,0.0,0.0,False,3.6632588182814627e-06,2.19 天,189216.0
Sb133,Sb133,2.04e-05,Te133m,Te-133m,52932657605930.97,11037942953.999998,False,0.00020852803265943,55.40 分钟,3324.0
Te119,Te119,3.65e-08,Te119,Te119,9494896389106.273,113903784.38590893,False,1.1996316728278734e-05,16.05 小时,57780.0
Te119,Te119,3.65e-08,Sb119,Sb-119,22093760616945.703,111389164.40896593,False,5.041657069622249e-06,1.59 天,137484.0
Te119,Te119,3.65e-08,Sn119,Sn-119,66827314993948.05,0.0,True,0.0,稳定,inf
Te120,Te120,3.82e-07,Te120,Te120,1029997296000000.0,0.0,True,0.0,稳定,inf
Te121,Te121,1.77e-06,Te121,Te121,4004559970768937.5,1676760427.0094585,False,4.187127772461589e-07,19.16 天,1655424.0
Te121,Te121,1.77e-06,Sb121,Sb-121,767940589231062.5,0.0,True,0.0,稳定,inf
Te122,Te122,1.04e-05,Te122,Te122,2.80418112e+16,0.0,True,0.0,稳定,inf
Te123,Te123,2.38e-05,Te123,Te123,0.0,0.0,False,3.660829632152949e-23,600398136986301.50 年,1.8934155648000003e+22
Te123,Te123,2.38e-05,Sb123,Sb-123,6.41726064e+16,0.0,True,0.0,稳定,inf
Te124,Te124,8.19e-05,Te124,Te124,2.208292632e+17,0.0,True,0.0,稳定,inf
Te125,Te125,0.000122,Te125,Te125,3.28952016e+17,0.0,True,0.0,稳定,inf
Te126,Te126,0.000277,Te126,Te126,7.46882856e+17,0.0,True,0.0,稳定,inf
Te127,Te127,0.000282,Te127,Te127,4.273628136323776e+16,880051483498.0626,False,2.0592607859772586e-05,9.35 小时,33660.0
Te127,Te127,0.000282,I127,I-127,7.176282146367624e+17,0.0,True,0.0,稳定,inf
Te128,Te128,0.000462,Te128,Te128,1.245703536e+18,0.0,True,0.0,稳定,inf
Te129,Te129,0.000358,Te129,Te129,6730960388861468.0,1117228500000.0,False,0.00016598352024902905,1.16 小时,4176.0
Te129,Te129,0.000358,I129,I-129,9.585544663961545e+17,1341.0590807448157,False,1.3990431715234201e-15,15710417.92 年,495443739456000.0
Te129,Te129,0.000358,Xe129,Xe-129,0.0,0.0,True,0.0,稳定,inf
Te130,Te130,0.000442,Te130,Te130,1.191776976e+18,0.0,True,0.0,稳定,inf
Te131,Te131,0.00027,Te131,Te131,1823427672285964.2,842602500000.0,False,0.00046209812037329687,25.00 分钟,1500.0
Te131,Te131,0.00027,I131,I-131,4.8665704869391725e+17,486768497510.6841,False,1.000229008943908e-06,8.02 天,692988.48
Te131,Te131,0.00027,Xe131,Xe-131,2.367112333702633e+17,0.0,True,0.0,稳定,inf
Te131,Te131,0.00027,Xe131m,Xe-131m,2310530752381484.5,1565567400.0272489,False,6.775791226382097e-07,11.84 天,1022976.0
Te132,Te132,0.000252,Te132,Te132,2.779809501047982e+17,696040076548.2516,False,2.503912862683022e-06,3.20 天,276825.60000000003
Te132,Te132,0.000252,I132,I-132,8263337392618310.0,693259382196.6777,False,8.389580979907351e-05,2.29 小时,8262.0
Te132,Te132,0.000252,Xe132,Xe-132,3.932303685025835e+17,0.0,True,0.0,稳定,inf
Te133,Te133,0.000116,Te133,Te133,391699277750318.25,362007000000.0,False,0.0009241962407465937,12.50 分钟,750.0
Te133,Te133,0.000116,I133,I-133,3.9093975643615016e+16,361884067765.1031,False,9.256773244657388e-06,20.80 小时,74880.0
Te133,Te133,0.000116,Xe133,Xe-133,1.5627095757146848e+17,239116824293.2071,False,1.5301424398314711e-06,5.24 天,452995.2
Te133,Te133,0.000116,Cs133,Cs-133,0.0,0.0,True,0.0,稳定,inf
Te133,Te133,0.000116,Xe133m,Xe-133m,2651299689528334.5,9712396967.571575,False,3.6632588182814627e-06,2.19 天,189216.0
Te134,Te134,7.55e-05,Te134,Te134,852526724587744.5,235616625000.00003,False,0.0002763744739074742,41.80 分钟,2508.0
Te134,Te134,7.55e-05,I134,I-134,1070757249781258.1,235616625000.00006,False,0.0002200467239872842,52.50 分钟,3150.0
Te134,Te134,7.55e-05,Xe134,Xe-134,2.01649480025631e+17,0.0,True,0.0,稳定,inf
I121,I121,4.06e-09,I121,I121,139507614763.5533,12670244.999999996,False,9.082117145701589e-05,2.12 小时,7632.0
I121,I121,4.06e-09,Te121,Te-121,9061999926852.096,3794375.1567767295,False,4.187127772461589e-07,19.16 天,1655424.0
I121,I121,4.06e-09,Sb121,Sb-121,235966662502.83716,0.0,True,0.0,稳定,inf
I121,I121,4.06e-09,Te121m,Te-121m,30265660038.817364,1576.6712454674769,False,5.209439488335327e-08,154.00 天,13305600.0
I122,I122,7.71e-08,I122,I122,75604173766.76883,240609825.0,False,0.003182493941964855,3.63 分钟,217.79999999999998
I122,I122,7.71e-08,Te122,Te-122,207811284626233.22,0.0,True,0.0,稳定,inf
I123,I123,6.94e-07,I123,I123,149267359830420.12,2165792715.734793,False,1.4509486321693571e-05,13.27 小时,47772.0
I123,I123,6.94e-07,Te123,Te-123,-149261389136026.9,-5.4642051628547956e-09,False,3.660829632152949e-23,600398136986301.50 年,1.8934155648000003e+22
I123,I123,6.94e-07,Sb123,Sb-123,9083662339323986.0,0.0,True,0.0,稳定,inf
I123,I123,6.94e-07,Te123m,Te-123m,74466218761.77722,5009.710534754831,False,6.727494182001177e-08,119.25 天,10303200.0
I124,I124,2.63e-06,I124,I124,3459849359003315.5,6646735834.938854,False,1.921105558437836e-06,4.18 天,360806.4
I124,I124,2.63e-06,Te124,Te-124,3631493280996683.5,0.0,True,0.0,稳定,inf
I125,I125,1.28e-05,I125,I125,3.2575406512459576e+16,4399619493.489181,False,1.3505954229017514e-07,59.40 天,5132160.0
I125,I125,1.28e-05,Te125,Te-125,1937591887540424.0,0.0,True,0.0,稳定,inf
I126,I126,2.94e-05,I126,I126,6.136212058909837e+16,38072689194.946526,False,6.204591501961642e-07,12.93 天,1117152.0
I126,I126,2.94e-05,Te126,Te-126,9438529215945160.0,0.0,True,0.0,稳定,inf
I126,I126,2.94e-05,Xe126,Xe-126,8471393394956472.0,0.0,True,0.0,稳定,inf
I127,I127,8.87e-05,I127,I127,2.391642936e+17,0.0,True,0.0,稳定,inf
